code	url	creator	created_t	created_datetime	last_modified_t	last_modified_datetime	product_name	generic_name	quantity	packaging	packaging_tags	brands	brands_tags	categories	categories_tags	categories_en	origins	origins_tags	manufacturing_places	manufacturing_places_tags	labels	labels_tags	labels_en	emb_codes	emb_codes_tags	first_packaging_code_geo	cities	cities_tags	purchase_places	stores	countries	countries_tags	countries_en	ingredients_text	allergens	allergens_en	traces	traces_tags	traces_en	serving_size	no_nutriments	additives_n	additives	additives_tags	additives_en	ingredients_from_palm_oil_n	ingredients_from_palm_oil	ingredients_from_palm_oil_tags	ingredients_that_may_be_from_palm_oil_n	ingredients_that_may_be_from_palm_oil	ingredients_that_may_be_from_palm_oil_tags	nutrition_grade_uk	nutrition_grade_fr	pnns_groups_1	pnns_groups_2	states	states_tags	states_en	main_category	main_category_en	image_url	image_small_url	energy_100g	energy-from-fat_100g	fat_100g	saturated-fat_100g	butyric-acid_100g	caproic-acid_100g	caprylic-acid_100g	capric-acid_100g	lauric-acid_100g	myristic-acid_100g	palmitic-acid_100g	stearic-acid_100g	arachidic-acid_100g	behenic-acid_100g	lignoceric-acid_100g	cerotic-acid_100g	montanic-acid_100g	melissic-acid_100g	monounsaturated-fat_100g	polyunsaturated-fat_100g	omega-3-fat_100g	alpha-linolenic-acid_100g	eicosapentaenoic-acid_100g	docosahexaenoic-acid_100g	omega-6-fat_100g	linoleic-acid_100g	arachidonic-acid_100g	gamma-linolenic-acid_100g	dihomo-gamma-linolenic-acid_100g	omega-9-fat_100g	oleic-acid_100g	elaidic-acid_100g	gondoic-acid_100g	mead-acid_100g	erucic-acid_100g	nervonic-acid_100g	trans-fat_100g	cholesterol_100g	carbohydrates_100g	sugars_100g	sucrose_100g	glucose_100g	fructose_100g	lactose_100g	maltose_100g	maltodextrins_100g	starch_100g	polyols_100g	fiber_100g	proteins_100g	casein_100g	serum-proteins_100g	nucleotides_100g	salt_100g	sodium_100g	alcohol_100g	vitamin-a_100g	vitamin-d_100g	vitamin-e_100g	vitamin-k_100g	vitamin-c_100g	vitamin-b1_100g	vitamin-b2_100g	vitamin-pp_100g	vitamin-b6_100g	vitamin-b9_100g	vitamin-b12_100g	biotin_100g	pantothenic-acid_100g	silica_100g	bicarbonate_100g	potassium_100g	chloride_100g	calcium_100g	phosphorus_100g	iron_100g	magnesium_100g	zinc_100g	copper_100g	manganese_100g	fluoride_100g	selenium_100g	chromium_100g	molybdenum_100g	iodine_100g	caffeine_100g	taurine_100g	ph_100g	fruits-vegetables-nuts_100g	collagen-meat-protein-ratio_100g	cocoa_100g	chlorophyl_100g	carbon-footprint_100g	nutrition-score-fr_100g	nutrition-score-uk_100g
0012000141430	http://world-en.openfoodfacts.org/product/0012000141430/mountain-dew-kickstart		1428785055	2015-04-11T20:44:15Z	1428785233	2015-04-11T20:47:13Z	Mountain dew Kickstart					Mountain dew	mountain-dew																		en:US	en:united-states	United States																							en:to-be-completed, en:nutrition-facts-to-be-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:photos-to-be-validated, en:photos-uploaded	en:to-be-completed,en:nutrition-facts-to-be-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:photos-to-be-validated,en:photos-uploaded	To be completed,Nutrition facts to be completed,Ingredients to be completed,Expiration date to be completed,Characteristics to be completed,Categories to be completed,Packaging to be completed,Quantity to be completed,Photos to be validated,Photos uploaded			http://en.openfoodfacts.org/images/products/001/200/014/1430/front.3.400.jpg	http://en.openfoodfacts.org/images/products/001/200/014/1430/front.3.200.jpg																																																																																															
0012000215094	http://world-en.openfoodfacts.org/product/0012000215094/lemon-lime-flavored-soda-sierra-mist	agamitsudo	1391876102	2014-02-08T16:15:02Z	1439141737	2015-08-09T17:35:37Z	Lemon-lime flavored soda	Soda	591 ml	Bottle	bottle	Sierra mist	sierra-mist	Sodas,Beverages,Carbonated drinks	en:beverages,en:carbonated-drinks,en:sodas,en:sugared-beverages	Beverages,Carbonated drinks,Sodas,Sugared beverages													Andover MA		United States	en:united-states	United States																				b	Beverages	Sweetened beverages	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:characteristics-completed, en:photos-to-be-validated, en:photos-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:characteristics-completed,en:photos-to-be-validated,en:photos-uploaded	To be completed,Nutrition facts completed,Ingredients to be completed,Expiration date to be completed,Characteristics completed,Photos to be validated,Photos uploaded	en:beverages	Beverages	http://en.openfoodfacts.org/images/products/001/200/021/5094/front.6.400.jpg	http://en.openfoodfacts.org/images/products/001/200/021/5094/front.6.200.jpg																																																																																														0	0
0012000286193	http://world-en.openfoodfacts.org/product/0012000286193	jjangmes	1440097392	2015-08-20T19:03:12Z	1440097421	2015-08-20T19:03:41Z																									en:US	en:united-states	United States																							en:to-be-completed, en:nutrition-facts-to-be-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-to-be-completed, en:photos-to-be-validated, en:photos-uploaded	en:to-be-completed,en:nutrition-facts-to-be-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-to-be-completed,en:photos-to-be-validated,en:photos-uploaded	To be completed,Nutrition facts to be completed,Ingredients to be completed,Expiration date to be completed,Characteristics to be completed,Categories to be completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name to be completed,Photos to be validated,Photos uploaded			http://en.openfoodfacts.org/images/products/001/200/028/6193/front.3.400.jpg	http://en.openfoodfacts.org/images/products/001/200/028/6193/front.3.200.jpg																																																																																															
0012000302404	http://world-en.openfoodfacts.org/product/0012000302404	stephane	1442317686	2015-09-15T11:48:06Z	1444580009	2015-10-11T16:13:29Z															No artificial sweeteners,Caffeine free	en:no-caffeine,en:no-artificial-sweeteners	No caffeine,No-artificial-sweeteners						South Carolina		United States	en:united-states	United States							355 mL														unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-to-be-completed, en:photos-validated, en:photos-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-to-be-completed,en:photos-validated,en:photos-uploaded	To be completed,Nutrition facts completed,Ingredients to be completed,Expiration date to be completed,Characteristics to be completed,Categories to be completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name to be completed,Photos validated,Photos uploaded			http://en.openfoodfacts.org/images/products/001/200/030/2404/front.7.400.jpg	http://en.openfoodfacts.org/images/products/001/200/030/2404/front.7.200.jpg	141		0																																				8.45	8.17										0				0.025	0.00986																																								
0012000374012	http://world-en.openfoodfacts.org/product/0012000374012/strawberry-lemonade-starbucks	tacinte	1421614897	2015-01-18T21:01:37Z	1439141785	2015-08-09T17:36:25Z	Strawberry Lemonade	Sparkling green coffee energy beverage	12 FL OZ (355 mL)	can	can	Starbucks,Starbucks Refreshers	starbucks,starbucks-refreshers	Lemonades,fruit juices	en:beverages,en:plant-based-beverages,en:carbonated-drinks,en:fruit-based-beverages,en:juices-and-nectars,en:fruit-juices-and-nectars,en:sodas,en:fruit-juices,en:lemonades,en:non-alcoholic-beverages	Beverages,Plant-based beverages,Carbonated drinks,Fruit-based beverages,Juices and nectars,Fruit juices and nectars,Sodas,Fruit juices,Lemonades,Non-Alcoholic beverages													Chicago,Illinois,USA	Jewel Osco	United States	en:united-states	United States							1 can (12 FL OZ) 355 mL													b	Beverages	Fruit juices	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:characteristics-completed, en:photos-validated, en:photos-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:characteristics-completed,en:photos-validated,en:photos-uploaded	To be completed,Nutrition facts completed,Ingredients to be completed,Expiration date to be completed,Characteristics completed,Photos validated,Photos uploaded	en:fruit-juices	Fruit juices	http://en.openfoodfacts.org/images/products/001/200/037/4012/front.7.400.jpg	http://en.openfoodfacts.org/images/products/001/200/037/4012/front.7.200.jpg	105	0	0	0																																	0	0	7.5	5.56									0	0				0.00353	0.00139		0				0.00333			0.00139	0.000139				0.000694					0		0																		-2	-4
0012000813313	http://world-en.openfoodfacts.org/product/0012000813313/frappuccino-starbucks	teolemon	1432135472	2015-05-20T15:24:32Z	1438548086	2015-08-02T20:41:26Z	Frappuccino	chilled coffee drink	13.7 FL OZ (405 mL)	Glass	glass	Starbucks	starbucks	Coffees	en:beverages,en:hot-beverages,en:coffees,en:non-sugared-beverages	Beverages,Hot beverages,Coffees,Non-sugared beverages															United States	en:united-states	United States																					Beverages	Non-sugared beverages	en:to-be-completed, en:nutrition-facts-to-be-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:characteristics-completed, en:photos-to-be-validated, en:photos-uploaded	en:to-be-completed,en:nutrition-facts-to-be-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:characteristics-completed,en:photos-to-be-validated,en:photos-uploaded	To be completed,Nutrition facts to be completed,Ingredients to be completed,Expiration date to be completed,Characteristics completed,Photos to be validated,Photos uploaded	en:beverages	Beverages	http://en.openfoodfacts.org/images/products/001/200/081/3313/front.5.400.jpg	http://en.openfoodfacts.org/images/products/001/200/081/3313/front.5.200.jpg																																																																																															
00120425	http://world-en.openfoodfacts.org/product/00120425/applewood-smoked-outdoor-need-british-bacon	date-limite-app	1428161268	2015-04-04T15:27:48Z	1428222637	2015-04-05T08:30:37Z	Applewood smoked outdoor need British bacon		0 g					bacon rashers	en:meats,en:pork,en:bacon,en:bacon-rashers	Meats,Pork,Bacon,Bacon rashers															United Kingdom	en:united-kingdom	United Kingdom																					Fish Meat Eggs	Meat	en:to-be-completed, en:nutrition-facts-to-be-completed, en:ingredients-to-be-completed, en:expiration-date-completed, en:characteristics-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:photos-to-be-validated, en:photos-uploaded	en:to-be-completed,en:nutrition-facts-to-be-completed,en:ingredients-to-be-completed,en:expiration-date-completed,en:characteristics-to-be-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:photos-to-be-validated,en:photos-uploaded	To be completed,Nutrition facts to be completed,Ingredients to be completed,Expiration date completed,Characteristics to be completed,Brands to be completed,Packaging to be completed,Photos to be validated,Photos uploaded	en:meats	Meats	http://en.openfoodfacts.org/images/products/00120425/front.3.400.jpg	http://en.openfoodfacts.org/images/products/00120425/front.3.200.jpg																																																																																															
00120715	http://world-en.openfoodfacts.org/product/00120715/microwave-mexican-rice-sainsbury-s	date-limite-app	1432395133	2015-05-23T15:32:13Z	1432468135	2015-05-24T11:48:55Z	Microwave Mexican rice		250 g	item	item	Sainsbury's	sainsbury-s	Rices	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:seeds,en:cereals-and-their-products,en:cereal-grains,en:rices	Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Seeds,Cereals and their products,Cereal grains,Rices															United Kingdom	en:united-kingdom	United Kingdom																					Cereals and potatoes	Cereals	en:to-be-completed, en:nutrition-facts-to-be-completed, en:ingredients-to-be-completed, en:expiration-date-completed, en:characteristics-completed, en:photos-to-be-validated, en:photos-uploaded	en:to-be-completed,en:nutrition-facts-to-be-completed,en:ingredients-to-be-completed,en:expiration-date-completed,en:characteristics-completed,en:photos-to-be-validated,en:photos-uploaded	To be completed,Nutrition facts to be completed,Ingredients to be completed,Expiration date completed,Characteristics completed,Photos to be validated,Photos uploaded	en:plant-based-foods-and-beverages	Plant-based foods and beverages	http://en.openfoodfacts.org/images/products/00120715/front.3.400.jpg	http://en.openfoodfacts.org/images/products/00120715/front.3.200.jpg																																																																																															
00120784	http://world-en.openfoodfacts.org/product/00120784	tacinte	1446307928	2015-10-31T16:12:08Z	1446307975	2015-10-31T16:12:55Z																									en:GB	en:united-kingdom	United Kingdom																							en:to-be-completed, en:nutrition-facts-to-be-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-to-be-completed, en:photos-to-be-validated, en:photos-uploaded	en:to-be-completed,en:nutrition-facts-to-be-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-to-be-completed,en:photos-to-be-validated,en:photos-uploaded	To be completed,Nutrition facts to be completed,Ingredients to be completed,Expiration date to be completed,Characteristics to be completed,Categories to be completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name to be completed,Photos to be validated,Photos uploaded			http://en.openfoodfacts.org/images/products/00120784/front.3.400.jpg	http://en.openfoodfacts.org/images/products/00120784/front.3.200.jpg																																																																																															
00120920	http://world-en.openfoodfacts.org/product/00120920/brown-rice-sainsbury-s	tacinte	1409238243	2014-08-28T15:04:03Z	1424686732	2015-02-23T10:18:52Z	Brown Rice		500g	Plastic	plastic	Sainsbury's,by sainsbury's	sainsbury-s,by-sainsbury-s	Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals,Rices	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:seeds,en:cereals-and-their-products,en:cereal-grains,en:rices	Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Seeds,Cereals and their products,Cereal grains,Rices															United Kingdom	en:united-kingdom	United Kingdom	long grain brown rice  						60g		0	 [ long-grain-brown-rice -> en:long-grain-brown-rice  ]  [ grain-brown-rice -> en:grain-brown-rice  ]  [ brown-rice -> en:brown-rice  ]  [ rice -> en:rice  ] 			0			0				a	Cereals and potatoes	Cereals	en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:characteristics-completed, en:photos-validated, en:photos-uploaded	en:to-be-checked,en:complete,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:characteristics-completed,en:photos-validated,en:photos-uploaded	To be checked,Complete,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Characteristics completed,Photos validated,Photos uploaded	en:plant-based-foods-and-beverages	Plant-based foods and beverages	http://en.openfoodfacts.org/images/products/00120920/front.8.400.jpg	http://en.openfoodfacts.org/images/products/00120920/front.8.200.jpg	1493		3.2	0.7																																			71	0.7							70.3		3.7	8.1				0	0																																							-6	-6
00121358	http://world-en.openfoodfacts.org/product/00121358/whole-british-milk-sainsbury-s	kyzh	1437678404	2015-07-23T19:06:44Z	1437723298	2015-07-24T07:34:58Z	Whole british milk			2 HDPE,Nampak	2-hdpe,nampak	Sainsbury's	sainsbury-s																		United Kingdom	en:united-kingdom	United Kingdom																					unknown	unknown	en:to-be-completed, en:nutrition-facts-to-be-completed, en:ingredients-to-be-completed, en:expiration-date-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:quantity-to-be-completed, en:photos-to-be-validated, en:photos-uploaded	en:to-be-completed,en:nutrition-facts-to-be-completed,en:ingredients-to-be-completed,en:expiration-date-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:quantity-to-be-completed,en:photos-to-be-validated,en:photos-uploaded	To be completed,Nutrition facts to be completed,Ingredients to be completed,Expiration date completed,Characteristics to be completed,Categories to be completed,Quantity to be completed,Photos to be validated,Photos uploaded			http://en.openfoodfacts.org/images/products/00121358/front.3.400.jpg	http://en.openfoodfacts.org/images/products/00121358/front.3.200.jpg																																																																																															
0012142040370	http://world-en.openfoodfacts.org/product/0012142040370	teolemon	1429948927	2015-04-25T08:02:07Z	1429952432	2015-04-25T09:00:32Z						Great Value	great-value																		United States	en:united-states	United States																					unknown	unknown	en:to-be-completed, en:nutrition-facts-to-be-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-to-be-completed, en:photos-to-be-validated, en:photos-uploaded	en:to-be-completed,en:nutrition-facts-to-be-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-to-be-completed,en:photos-to-be-validated,en:photos-uploaded	To be completed,Nutrition facts to be completed,Ingredients to be completed,Expiration date to be completed,Characteristics to be completed,Categories to be completed,Packaging to be completed,Quantity to be completed,Product name to be completed,Photos to be validated,Photos uploaded			http://en.openfoodfacts.org/images/products/001/214/204/0370/front.3.400.jpg	http://en.openfoodfacts.org/images/products/001/214/204/0370/front.3.200.jpg																																																																																															
0012142096339	http://world-en.openfoodfacts.org/product/0012142096339/purified-drinking-water-with-flavor-enhancing-minerals-sam-s-choice	tacinte	1439126554	2015-08-09T13:22:34Z	1439205152	2015-08-10T11:12:32Z	Purified Drinking Water with flavor enhancing minerals		24 x 20 fl.oz (480 fl. oz) 24 x 591 mL (14.2 L)			Sam's Choice	sam-s-choice																Mountain View,California,USA	Walmart	United States	en:united-states	United States																					unknown	unknown	en:to-be-completed, en:nutrition-facts-to-be-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:packaging-to-be-completed, en:photos-validated, en:photos-uploaded	en:to-be-completed,en:nutrition-facts-to-be-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:packaging-to-be-completed,en:photos-validated,en:photos-uploaded	To be completed,Nutrition facts to be completed,Ingredients to be completed,Expiration date to be completed,Characteristics to be completed,Categories to be completed,Packaging to be completed,Photos validated,Photos uploaded			http://en.openfoodfacts.org/images/products/001/214/209/6339/front.8.400.jpg	http://en.openfoodfacts.org/images/products/001/214/209/6339/front.8.200.jpg																																																																																															
00121552	http://world-en.openfoodfacts.org/product/00121552/organic-cherry-tomatoes-trader-joe-s	tacinte	1421871157	2015-01-21T20:12:37Z	1439579449	2015-08-14T19:10:49Z	Organic cherry tomatoes					Trader Joe's	trader-joe-s	cherry tomatoes	en:plant-based-foods-and-beverages,en:plant-based-foods,en:fresh-foods,en:fruits-and-vegetables-based-foods,en:fresh-plant-based-foods,en:vegetables-based-foods,en:fresh-vegetables,en:tomatoes-and-tomato-products,en:tomatoes,en:cherry-tomatoes	Plant-based foods and beverages,Plant-based foods,Fresh foods,Fruits and vegetables based foods,Fresh plant-based foods,Vegetables based foods,Fresh vegetables,Tomatoes and tomato products,Tomatoes,Cherry tomatoes					USDA Organic	en:organic,en:usda-organic	Organic,USDA Organic								United States	en:united-states	United States																					Fruits and vegetables	Vegetables	en:to-be-completed, en:nutrition-facts-to-be-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:characteristics-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:photos-to-be-validated, en:photos-uploaded	en:to-be-completed,en:nutrition-facts-to-be-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:characteristics-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:photos-to-be-validated,en:photos-uploaded	To be completed,Nutrition facts to be completed,Ingredients to be completed,Expiration date to be completed,Characteristics to be completed,Packaging to be completed,Quantity to be completed,Photos to be validated,Photos uploaded	en:plant-based-foods-and-beverages	Plant-based foods and beverages	http://en.openfoodfacts.org/images/products/00121552/front.4.400.jpg	http://en.openfoodfacts.org/images/products/00121552/front.4.200.jpg																																																																																															
0012200003644	http://world-en.openfoodfacts.org/product/0012200003644/baguette-brotchen	date-limite-app	1440070244	2015-08-20T11:30:44Z	1440070244	2015-08-20T11:30:44Z	Baguette-Brötchen		540 g	item	item																				en:DE	en:germany	Germany																							en:to-be-completed, en:nutrition-facts-to-be-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:photos-to-be-uploaded	en:to-be-completed,en:nutrition-facts-to-be-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-to-be-completed,en:photos-to-be-uploaded	To be completed,Nutrition facts to be completed,Ingredients to be completed,Expiration date to be completed,Characteristics to be completed,Categories to be completed,Brands to be completed,Photos to be uploaded																																																																																																			
00122061	http://world-en.openfoodfacts.org/product/00122061/sainsbury-s-jamaican-jerk-chicken-soup	date-limite-app	1434220722	2015-06-13T18:38:42Z	1434220722	2015-06-13T18:38:42Z	Sainsbury's Jamaican Jerk Chicken Soup		0 g	item	item																				en:GB	en:united-kingdom	United Kingdom																							en:to-be-completed, en:nutrition-facts-to-be-completed, en:ingredients-to-be-completed, en:expiration-date-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:photos-to-be-validated, en:photos-uploaded	en:to-be-completed,en:nutrition-facts-to-be-completed,en:ingredients-to-be-completed,en:expiration-date-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-to-be-completed,en:photos-to-be-validated,en:photos-uploaded	To be completed,Nutrition facts to be completed,Ingredients to be completed,Expiration date completed,Characteristics to be completed,Categories to be completed,Brands to be completed,Photos to be validated,Photos uploaded			http://en.openfoodfacts.org/images/products/00122061/front.3.400.jpg	http://en.openfoodfacts.org/images/products/00122061/front.3.200.jpg																																																																																															
00122801	http://world-en.openfoodfacts.org/product/00122801	kyzh	1430748394	2015-05-04T14:06:34Z	1430748475	2015-05-04T14:07:55Z																									en:GB	en:united-kingdom	United Kingdom																							en:to-be-completed, en:nutrition-facts-to-be-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-to-be-completed, en:photos-to-be-validated, en:photos-uploaded	en:to-be-completed,en:nutrition-facts-to-be-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-to-be-completed,en:photos-to-be-validated,en:photos-uploaded	To be completed,Nutrition facts to be completed,Ingredients to be completed,Expiration date to be completed,Characteristics to be completed,Categories to be completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name to be completed,Photos to be validated,Photos uploaded			http://en.openfoodfacts.org/images/products/00122801/front.3.400.jpg	http://en.openfoodfacts.org/images/products/00122801/front.3.200.jpg																																																																																															
0012345678912	http://world-en.openfoodfacts.org/product/0012345678912/led		1445069036	2015-10-17T08:03:56Z	1445069036	2015-10-17T08:03:56Z	led		4																					conrad	en:FR	en:france	France																							en:to-be-completed, en:nutrition-facts-to-be-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:photos-to-be-uploaded	en:to-be-completed,en:nutrition-facts-to-be-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:photos-to-be-uploaded	To be completed,Nutrition facts to be completed,Ingredients to be completed,Expiration date to be completed,Characteristics to be completed,Categories to be completed,Brands to be completed,Packaging to be completed,Photos to be uploaded																																																																																																			
00124386	http://world-en.openfoodfacts.org/product/00124386/citrus-grey-fairtrade-fine-tea-sainsbury-s-taste-the-difference	max4food	1425077918	2015-02-27T22:58:38Z	1425078005	2015-02-27T23:00:05Z	citrus grey fairtrade fine tea		125 g			sainsbury's taste the difference	sainsbury-s-taste-the-difference																		en:GB	en:united-kingdom	United Kingdom																							en:to-be-completed, en:nutrition-facts-to-be-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:packaging-to-be-completed, en:photos-to-be-validated, en:photos-uploaded	en:to-be-completed,en:nutrition-facts-to-be-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:packaging-to-be-completed,en:photos-to-be-validated,en:photos-uploaded	To be completed,Nutrition facts to be completed,Ingredients to be completed,Expiration date to be completed,Characteristics to be completed,Categories to be completed,Packaging to be completed,Photos to be validated,Photos uploaded			http://en.openfoodfacts.org/images/products/00124386/front.3.400.jpg	http://en.openfoodfacts.org/images/products/00124386/front.3.200.jpg																																																																																															
00124966	http://world-en.openfoodfacts.org/product/00124966/mini-chocolate-logs-sainsbury-s-freefrom	max4food	1425247455	2015-03-01T22:04:15Z	1425247486	2015-03-01T22:04:46Z	mini chocolate logs		220 g			sainsbury's freefrom	sainsbury-s-freefrom																		en:GB	en:united-kingdom	United Kingdom																							en:to-be-completed, en:nutrition-facts-to-be-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:packaging-to-be-completed, en:photos-to-be-validated, en:photos-uploaded	en:to-be-completed,en:nutrition-facts-to-be-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:packaging-to-be-completed,en:photos-to-be-validated,en:photos-uploaded	To be completed,Nutrition facts to be completed,Ingredients to be completed,Expiration date to be completed,Characteristics to be completed,Categories to be completed,Packaging to be completed,Photos to be validated,Photos uploaded			http://en.openfoodfacts.org/images/products/00124966/front.3.400.jpg	http://en.openfoodfacts.org/images/products/00124966/front.3.200.jpg																																																																																															
0012511202316	http://world-en.openfoodfacts.org/product/0012511202316/organic-blue-agave-wholesome	stephane	1440672968	2015-08-27T10:56:08Z	1440673629	2015-08-27T11:07:09Z	Organic Blue Agave	A low glycemic sweetener	23.5 oz (666 g)	Bottle,plastic	bottle,plastic	Wholesome	wholesome						Mexico	mexico	USDA Organic,Fairtrade,Gluten-free,Non GMO	en:fair-trade,en:organic,en:usda-organic,en:fairtrade-international,en:gluten-free,en:no-gmos	Fair trade,Organic,USDA Organic,Fairtrade International,Gluten-free,No GMOs						California		United States	en:united-states	United States	Organic blue Agave nectar.						21 g		0	 [ organic-blue-agave-nectar -> en:organic-blue-agave-nectar  ]  [ blue-agave-nectar -> en:blue-agave-nectar  ]  [ agave-nectar -> en:agave-nectar  ]  [ nectar -> en:nectar  ] 			0			0					unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:photos-validated, en:photos-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:photos-validated,en:photos-uploaded	To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Characteristics to be completed,Categories to be completed,Photos validated,Photos uploaded			http://en.openfoodfacts.org/images/products/001/251/120/2316/front.5.400.jpg	http://en.openfoodfacts.org/images/products/001/251/120/2316/front.5.200.jpg	1200	0	0																																				76.2	76.2										0				0	0																																								
